Time_h,VPP1_PV_kW,VPP2_PV_kW,VPP3_PV_kW,VPP4_PV_kW,VPP5_PV_kW,VPP6_PV_kW,VPP7_PV_kW,VPP8_PV_kW,VPP9_PV_kW,VPP1_Wind_kW,VPP2_Wind_kW,VPP3_Wind_kW,VPP4_Wind_kW,VPP5_Wind_kW,VPP6_Wind_kW,VPP7_Wind_kW,VPP8_Wind_kW,VPP9_Wind_kW,VPP1_Gas_kW,VPP2_Gas_kW,VPP3_Gas_kW,VPP4_Gas_kW,VPP5_Gas_kW,VPP6_Gas_kW,VPP7_Gas_kW,VPP8_Gas_kW,VPP9_Gas_kW,VPP1_Bat_kW,VPP2_Bat_kW,VPP3_Bat_kW,VPP4_Bat_kW,VPP5_Bat_kW,VPP6_Bat_kW,VPP7_Bat_kW,VPP8_Bat_kW,VPP9_Bat_kW,VPP1_Load_kW,VPP2_Load_kW,VPP3_Load_kW,VPP4_Load_kW,VPP5_Load_kW,VPP6_Load_kW,VPP7_Load_kW,VPP8_Load_kW,VPP9_Load_kW,VPP1_Shed_kW,VPP2_Shed_kW,VPP3_Shed_kW,VPP4_Shed_kW,VPP5_Shed_kW,VPP6_Shed_kW,VPP7_Shed_kW,VPP8_Shed_kW,VPP9_Shed_kW,VPP1_Curtail_kW,VPP2_Curtail_kW,VPP3_Curtail_kW,VPP4_Curtail_kW,VPP5_Curtail_kW,VPP6_Curtail_kW,VPP7_Curtail_kW,VPP8_Curtail_kW,VPP9_Curtail_kW,VPP1_SOC,VPP2_SOC,VPP3_SOC,VPP4_SOC,VPP5_SOC,VPP6_SOC,VPP7_SOC,VPP8_SOC,VPP9_SOC,VPP1_Freq_Hz,VPP2_Freq_Hz,VPP3_Freq_Hz,VPP4_Freq_Hz,VPP5_Freq_Hz,VPP6_Freq_Hz,VPP7_Freq_Hz,VPP8_Freq_Hz,VPP9_Freq_Hz
1,0,0,0,0,0,0,0,0,0,12.1962874987966,24.264299435651,11.1827307328494,48.3749769110388,45.066211353019,77.8589192657033,30.5882464724253,22.8565344954363,15.6231551476124,76.9454959896986,68.7211808784308,74.4912524697985,72.8404292165318,68.6165290614031,62.6044363042557,69.7141786105163,69.0809396336353,68.3646393149295,46.1771539390459,37.9553609389774,43.725083685275,42.0711192354688,37.8427186428736,32.3077706320419,38.9355111793939,38.3042415736792,37.591995890411,163.060869565217,142.678260869565,152.869565217391,183.44347826087,163.060869565217,173.252173913043,152.869565217391,142.678260869565,132.486956521739,15.5456446278183,7.3237964060738,12.914964978735,10.9215844878278,6.223647265136,0,7.31610142950736,7.1543483545409,6.78185695745294,12.1962874987966,4.41362318802524,10.5555333539833,9.235368409581,5.31176324262495,0,6.31552752735577,5.28219681183743,4.12530921408925,0.397235725459301,0.459707228353882,0.418237123516717,0.529715867302551,0.512475260151789,0.498999629097479,0.453708685484759,0.490161199726164,0.476509058583561,49.9999999999959,49.9999999999953,50.0000000000015,49.9999999999982,49.9999999999991,49.9996877958431,49.9999999999991,49.9999999999999,50.0000000000009
1.1,0,0,0,0,0,0,0,0,0,15.3861981677125,30.6105705981821,14.1075479836603,61.0273397691876,56.8531742642158,98.2227387690094,38.5885312947898,28.8346080074479,19.7093550910307,73.8434606888601,64.9298767155289,71.3429558285225,66.7493077968273,62.4994433638074,53.7885006503386,64.6075485038356,64.9205993441377,65.0431842436922,35.7181839669868,26.8062308239579,33.218821330338,28.6229526355623,24.3699916531488,16.1328236313607,26.4751645176549,26.7897708671291,26.9151435675852,158.701449275362,138.863768115942,148.782608695652,178.539130434783,158.701449275362,168.620289855072,148.782608695652,138.863768115942,128.944927536232,18.3674082845952,9.45538894265466,16.0057355724623,11.6685238149707,7.76967467147388,0,9.87444001354677,9.83472024530987,9.70149166585042,15.3861981677125,7.06170103264965,14.1075479836603,10.4710064226379,7.20916532545858,0,9.23692436340633,8.48406964676155,7.57575296920748,0.387529697207403,0.451382311948926,0.40873517233527,0.52349348629482,0.506588788737985,0.495346362876609,0.446856934833192,0.482881370686183,0.469705432808135,49.9999999999981,49.9999999999967,50.0000000000017,50.0000000000006,50.0000000000004,49.9996851556534,49.9999999999987,49.9999999999983,50.0000000000008
1.2,0.730460078510792,0.611122132843519,0.6316429825057,0.240025976936089,0.178483362685977,0.213616782567241,0.290955006358987,0.233211378619751,0.26351104274231,13.7666495495413,27.3885071115861,12.6225898677128,54.6036123014591,50.8688187519182,87.8838298902616,34.5267090139045,25.7994820429348,17.6347517059198,75.0551052822258,66.5676296078251,72.5787566906208,70.0526996274521,66.0772954065376,59.1584930707284,67.6177036020898,67.1654141024599,66.6600127203933,41.7769119932504,33.2804583115102,39.2981092720662,36.7895842234024,32.8108442803257,26.3613650040252,34.3466778224473,33.893385704221,33.3830612403152,163.849275362319,143.368115942029,153.608695652174,184.330434782609,163.849275362319,174.089855072464,153.608695652174,143.368115942029,133.127536231884,18.0230388308175,9.50602114221385,15.2233639889601,12.1306678547557,7.34724872507169,0,8.88322585964125,9.23106412228525,9.29670089211089,14.4971096280521,6.01437763550108,13.2542328502185,10.5138447982318,6.56658484204067,0,7.94342434169485,7.04555859100395,5.88949863273765,0.376177275470106,0.441046765889451,0.397494294397036,0.515495750594081,0.498663464032592,0.489376850873886,0.437968043057196,0.473671211527427,0.461266843010279,49.9999999999991,49.9999999999981,50.0000000000008,50.0000000000002,50.0000000000023,49.9996850610518,49.9999999999973,49.999999999999,50.0000000000012
1.3,0,0,0,0,0,0,0,0,0,10.4382515872647,20.7667179150245,9.570794131709,41.4019577330695,38.5701347425657,66.6359322612006,26.1790985432198,19.5618754887418,13.3711528228355,77.0530070830258,69.5209632115347,74.7051261409539,74.0276665618348,69.8385294642147,64.8350699133006,70.5180926905562,69.773556161646,68.9353845495301,45.6322735869172,38.1030093717821,43.2862924149421,42.6046480193369,38.4098599739332,33.8712100136011,39.0842764473723,38.3426286741811,37.5096274078711,156.057971014493,136.550724637681,146.304347826087,175.565217391304,156.057971014493,165.811594202899,146.304347826087,136.550724637681,126.797101449275,12.4961871672548,4.96759623422552,10.0879585838165,9.28526062133495,4.91789791059633,0,5.59232009827281,5.02308440067979,4.31148376223261,10.4382515872647,3.19243792695839,8.65417655357029,8.2456844448054,4.32154892557506,0,4.93056003231302,3.84957990666023,2.66945291181239,0.363777201125835,0.429213533165295,0.38511263180695,0.506233870589877,0.489385720077536,0.481706739910661,0.427853064680547,0.463252018952922,0.451785137396561,49.9999999999986,50.0000000000064,50.0000000000001,49.9999999999964,50.000000000002,49.9996860698543,49.9999999999939,49.9999999999976,50.0000000000023
1.4,0,0,0,0,0,0,0,0,0,13.8410637108083,27.5365527764176,12.6908199359399,54.8987663254604,51.1437847462545,88.3588765940136,34.7133394705987,25.9389384016109,17.7300744823605,75.9155568421455,67.1038635097819,73.3281399372866,70.6578414692592,66.5726008349725,59.6176017636008,68.155493319669,67.653714008089,67.0839485076274,43.9485526837451,35.1395188725971,41.3638939202561,38.691450711135,34.6026427187076,28.1107003573167,36.1809042533423,35.6801861120264,35.1134242339933,166.168115942029,145.397101449275,155.782608695652,186.939130434783,166.168115942029,176.553623188406,155.782608695652,145.397101449275,135.011594202899,18.621878996347,9.81336894631832,15.7089349660155,12.4183751358475,7.48579092330673,0,9.06403792341877,9.40716900104884,9.45837074079994,13.8410637108083,5.80379734429195,12.6908199359399,10.272696791765,6.36329671103784,0,7.66883372822895,6.71709392707399,5.62577623866461,0.351834659635687,0.418300639105482,0.373280854369806,0.497822685652674,0.481027593816979,0.475341092184819,0.418489476623264,0.453556316205088,0.44290914542639,49.9999999999999,50.0000000000032,50,49.9999999999978,49.9999999999984,49.999687553436,49.9999999999968,49.999999999999,50.0000000000013
1.5,0,0,0,0,0,0,0,0,0,13.8410637108083,27.5365527764176,12.6908199359399,54.8987663254604,51.1437847462545,88.3588765940136,34.7133394705987,25.9389384016109,17.7300744823605,75.4298649415286,66.672976592336,72.8808023900198,70.0868279657715,66.0482660568943,59.0301206691614,67.6584405929439,67.2011869077452,66.673006313918,42.4576719055087,33.7204114012075,39.9109813063318,37.1325748665506,33.0906518956345,26.532893259527,34.696302258631,34.2399851153302,33.7146524272394,164.127536231884,143.611594202899,153.869565217391,184.64347826087,164.127536231884,174.385507246377,153.869565217391,143.611594202899,133.353623188406,18.5578719635247,9.82979390793365,15.696141648858,12.3270120547826,7.47094371769379,0,9.07675173702118,9.43473086509563,9.50649059737168,13.8410637108083,5.85185952229472,12.6908199359399,10.1982970485001,6.37388982223595,0,7.72473116332461,6.79675291309425,5.72939936824068,0.340297248791799,0.407828461651691,0.361864669785615,0.489750386768641,0.473034682731076,0.469332737732933,0.409510102332728,0.444251972423749,0.434386735813843,50.0000000000001,50.0000000000007,49.9999999999999,49.999999999999,50.0000000000015,49.9996892378101,50.0000000000001,49.9999999999995,50.0000000000009
1.6,0,0,0,0,0,0,0,0,0,9.95188890076519,19.7991079057724,9.12484998992277,39.4728638401841,36.7729875675609,63.5310798095221,24.9593026232642,18.6504042297734,12.748133751668,81.3159889997569,73.6997366267313,78.6919702584012,78.3675713251367,73.4245348870027,68.266855121425,73.8207803170636,73.3654386193112,72.7286341309684,53.865176807695,46.2536133068883,51.2639899801807,50.9372241898981,45.9900060714443,41.2890451788407,46.3800597649293,45.9235812019315,45.2956968717258,163.339130434783,142.921739130435,153.130434782609,183.75652173913,163.339130434783,173.547826086957,153.130434782609,142.921739130435,132.713043478261,8.25418682498353,0.620460831288534,6.13402261289315,6.81405149594257,3.22097330217678,0,3.67278563002397,1.88243015529101,0.104232502654957,9.95188890076519,2.54882045755546,7.91560194012758,8.16481088763451,3.93062860507554,0,4.29750644457232,3.09988492251662,1.836346222092,0.32565997248536,0.393463985469427,0.347201057091055,0.478677077162141,0.46192598561237,0.459982863371783,0.397506981275552,0.431772738401485,0.422936862994903,49.9999999999998,49.9999999999996,49.9999999999996,49.9999999999994,50.0000000000002,49.9996910035793,49.9999999999991,49.9999999999992,50.0000000000007
1.7,1.02856300984865,0.880406525068518,0.933906120437945,0.335734288977946,0.258204849294056,0.303612005628297,0.421842934425588,0.350724585826918,0.377075730695749,9.30814946246488,18.5183996172053,8.53460768862098,36.9195556742709,34.3943213065715,59.4215623059607,23.3448063591598,17.4440000121756,11.9235187923868,81.9373932451142,74.752397064788,79.588332385743,80.2962565998851,75.4089981181675,70.7212927501735,75.4010909817238,74.6863676899057,73.6138126961636,56.2807723400387,49.0988251074875,53.9317452469902,54.6326533413538,49.7370205654332,45.501220873256,49.7233412014237,49.0142885024851,47.9498592763768,166.028985507246,145.275362318841,155.652173913043,186.782608695652,166.028985507246,176.405797101449,155.652173913043,145.275362318841,134.898550724638,7.13739496263734,0,4.70237980680705,6.21041012895091,2.59284775908904,0,2.71570791900009,1.09269132616226,0,10.3367124723135,2.02533396820668,7.96120265508207,8.38799861945554,3.63759290786074,0,4.04538451625886,2.68729023323877,1.0342842438573,0.31036628434948,0.37821590313791,0.331774356505531,0.466800413392282,0.449912212528932,0.449679144876933,0.384638621751374,0.41845363826494,0.410816069446779,49.9999999999949,49.9999999999878,49.9999999999967,49.9999999999854,49.9999999999998,49.9996927987342,49.9999999999992,50.0000000000099,50.0000000000053
1.8,0,0,0,0,0,0,0,0,0,7.54463218874176,15.0099130229214,6.9176452468353,29.9247953911117,27.8779906452823,48.1635832650411,18.9219111927131,14.1390686218548,9.66449497259006,82.0115473296545,74.8708853604087,79.5259664604315,81.6800320632402,76.9318460301686,74.0494493344907,76.4464453254995,74.9057686820568,73.2865410154293,60.7395085812652,53.6017569453204,58.256702037338,60.4076101967302,55.6547600510165,53.2237310396282,55.1638378738191,53.6248847128455,52.0098282148645,168.579710144928,147.507246376812,158.04347826087,189.652173913043,168.579710144928,179.115942028986,158.04347826087,147.507246376812,136.971014492754,10.7393898633165,3.60183639213597,8.2566175824779,10.4078262612478,5.65492017857721,3.22378215253857,5.16392867744209,3.62512440219793,2.01015027594752,7.54463218874176,0.422854628072324,5.08654691286116,7.23190999346244,2.46019325488443,0,2.34735520879313,1.21240002623536,0,0.293860983104571,0.361569394769798,0.315110540133295,0.45366832421908,0.436469033772648,0.437626669550931,0.370362266193967,0.403881658723406,0.397668994569412,49.9999999999997,49.9999999999846,49.9999999999914,49.9999999999903,50.0000000000049,49.9996946006213,50.0000000000054,50.0000000000278,49.999999999998
1.9,0,0,0,0,0,0,0,0,0,5.68335658722892,11.306937955153,5.2110485571956,22.5422895050257,21.0004355161275,36.2815325341355,14.2538384814225,10.6509325808103,7.28024505245905,81.1359742377244,74.2304931274997,78.2635776469371,81.6392636248173,76.7553078165052,75.0054417783969,75.7012760660496,73.9357972917726,72.1154176048058,61.8321731351367,54.9294437847501,58.9625568730749,62.3355866435001,57.4474909857396,56.1466810439132,56.3883394928758,54.6242614904722,52.8074855985516,166.168115942029,145.397101449275,155.782608695652,186.939130434783,166.168115942029,176.553623188406,155.782608695652,145.397101449275,135.011594202899,11.8332554002763,4.93022658922764,8.96368794999517,12.3364970876084,7.44848662794939,6.14763430462013,6.38932634320498,4.62521000231437,2.80844600045176,5.68335658722892,0,4.38173766872026,8.08549355774747,3.51639500433259,2.51963097907813,3.04982830348696,1.56090009736609,0,0.277058762143936,0.344510561296273,0.298244820203926,0.440117109731362,0.422592828220537,0.424912294314537,0.355769010631629,0.389038109405343,0.38432028739081,50.0000000000017,49.9999999999947,49.9999999999958,49.9999999999898,50.0000000000053,49.9996963994612,49.9999999999998,50.0000000000184,50.0000000000168
