Time_h,VPP1_PV_kW,VPP2_PV_kW,VPP3_PV_kW,VPP4_PV_kW,VPP5_PV_kW,VPP6_PV_kW,VPP7_PV_kW,VPP8_PV_kW,VPP9_PV_kW,VPP1_Wind_kW,VPP2_Wind_kW,VPP3_Wind_kW,VPP4_Wind_kW,VPP5_Wind_kW,VPP6_Wind_kW,VPP7_Wind_kW,VPP8_Wind_kW,VPP9_Wind_kW,VPP1_Gas_kW,VPP2_Gas_kW,VPP3_Gas_kW,VPP4_Gas_kW,VPP5_Gas_kW,VPP6_Gas_kW,VPP7_Gas_kW,VPP8_Gas_kW,VPP9_Gas_kW,VPP1_Bat_kW,VPP2_Bat_kW,VPP3_Bat_kW,VPP4_Bat_kW,VPP5_Bat_kW,VPP6_Bat_kW,VPP7_Bat_kW,VPP8_Bat_kW,VPP9_Bat_kW,VPP1_Load_kW,VPP2_Load_kW,VPP3_Load_kW,VPP4_Load_kW,VPP5_Load_kW,VPP6_Load_kW,VPP7_Load_kW,VPP8_Load_kW,VPP9_Load_kW,VPP1_Shed_kW,VPP2_Shed_kW,VPP3_Shed_kW,VPP4_Shed_kW,VPP5_Shed_kW,VPP6_Shed_kW,VPP7_Shed_kW,VPP8_Shed_kW,VPP9_Shed_kW,VPP1_Curtail_kW,VPP2_Curtail_kW,VPP3_Curtail_kW,VPP4_Curtail_kW,VPP5_Curtail_kW,VPP6_Curtail_kW,VPP7_Curtail_kW,VPP8_Curtail_kW,VPP9_Curtail_kW,VPP1_SOC,VPP2_SOC,VPP3_SOC,VPP4_SOC,VPP5_SOC,VPP6_SOC,VPP7_SOC,VPP8_SOC,VPP9_SOC,VPP1_Freq_Hz,VPP2_Freq_Hz,VPP3_Freq_Hz,VPP4_Freq_Hz,VPP5_Freq_Hz,VPP6_Freq_Hz,VPP7_Freq_Hz,VPP8_Freq_Hz,VPP9_Freq_Hz,VPP12_Exchange_kW,VPP19_Exchange_kW,VPP23_Exchange_kW,VPP34_Exchange_kW,VPP45_Exchange_kW,VPP56_Exchange_kW,VPP67_Exchange_kW,VPP78_Exchange_kW,VPP89_Exchange_kW,VPP12_Delay_ms,VPP19_Delay_ms,VPP23_Delay_ms,VPP34_Delay_ms,VPP45_Delay_ms,VPP56_Delay_ms,VPP67_Delay_ms,VPP78_Delay_ms,VPP89_Delay_ms,ADMM_Residual
0.000000,1.1744,0.9350,1.1237,0.3968,0.2878,0.3548,0.4910,0.3996,0.4261,36.9949,73.6008,33.9205,146.7356,136.6991,236.1691,92.7832,69.3306,47.3896,40.0000,45.0000,50.0000,55.0000,50.0000,45.0000,60.0000,55.0000,50.0000,-40.8425,-54.5190,-42.2877,-63.0504,-65.8042,-62.8283,-58.4994,-54.5791,-51.0426,163.4783,143.0435,153.2609,183.9130,163.4783,173.6957,153.2609,143.0435,132.8261,50.9480,37.2600,49.8349,29.7549,28.0069,32.0296,35.3296,38.2568,41.1067,38.1693,22.4437,35.0443,15.0762,14.2886,19.2604,23.1565,25.9894,27.9786,0.509394,0.564331,0.530238,0.611601,0.593453,0.562042,0.542814,0.582553,0.560921,50.000000,50.000000,50.000000,50.000000,50.000000,50.032097,50.000000,50.000000,50.000000,20.5379,15.0540,-18.5542,30.7339,4.7509,21.5007,-33.8145,-5.2468,-4.8539,12.931,5.874,11.523,13.614,8.111,10.031,14.705,6.191,15.801,18.577070
0.100000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,23.7674,47.2848,21.7922,94.2702,87.8223,151.7267,59.6085,44.5414,30.4455,70.0000,73.0000,75.0000,71.0480,67.4262,46.8277,71.8752,73.3938,74.7576,-9.0986,-19.8360,-10.9098,-22.1296,-25.7320,-39.5817,-21.2799,-19.7744,-18.4304,155.9652,136.4696,146.2174,175.4609,155.9652,165.7130,146.2174,136.4696,126.7217,33.4240,22.6525,31.2560,19.3496,14.8488,0.0000,19.3036,21.7149,23.7150,23.7674,12.9982,21.7922,12.9226,11.5999,0.0000,16.7100,16.5938,16.2341,0.511486,0.569545,0.532879,0.615673,0.598714,0.569629,0.547475,0.587101,0.564864,50.000000,50.000000,50.000000,50.000000,50.000000,50.013802,50.000000,50.000000,50.000000,16.1219,14.1941,-13.2232,17.1824,5.8625,21.2783,-27.9563,-2.7177,-2.3539,4.975,10.323,20.544,10.427,8.799,8.865,2.172,10.899,12.163,11.495953
0.200000,1.6207,1.3184,1.4192,0.5435,0.4009,0.4664,0.6689,0.5246,0.5790,14.7550,29.3549,13.5289,58.5240,54.5210,94.1936,37.0056,27.6518,18.9009,73.1314,64.9074,70.7693,67.1415,63.0826,52.2333,64.9100,65.1440,65.1912,34.7176,26.4955,32.3566,28.7255,24.6626,17.0294,26.4866,26.7228,26.7738,157.3101,137.6464,147.4783,176.9739,157.3101,167.1420,147.4783,137.6464,127.8145,16.7097,8.4879,14.4563,11.0277,7.2416,0.0000,9.0648,9.0239,8.8726,16.3757,7.0823,14.9480,11.0118,7.4015,0.0000,9.3424,8.5793,7.4970,0.502052,0.561316,0.523624,0.609428,0.592757,0.565772,0.540621,0.579840,0.558096,50.000000,50.000000,50.000000,50.000000,50.000000,50.005828,50.000000,50.000000,50.000000,12.3339,11.8605,-8.8457,5.3438,5.9539,11.2524,-13.9897,-0.2146,0.0266,11.183,10.685,5.864,14.978,10.764,8.676,14.786,5.711,11.225,6.962344
0.300000,3.9176,3.3480,3.6074,1.2860,0.9311,1.1537,1.6737,1.2839,1.3725,14.2932,28.4360,13.1054,56.6921,52.8144,91.2451,35.8473,26.7862,18.3092,73.5764,65.9633,71.4408,69.5457,65.6871,57.3071,66.9916,66.8167,66.4776,38.6155,31.0032,36.4702,34.5854,30.7284,24.0315,32.0293,31.8512,31.5051,165.1014,144.4638,154.7826,185.7391,165.1014,175.4203,154.7826,144.4638,134.1449,16.4879,8.8748,14.1175,11.7720,7.3081,0.0000,8.6072,9.0354,9.1534,18.2108,6.8386,16.0413,11.8580,7.6323,0.0000,9.6334,8.6904,7.3271,0.491559,0.551688,0.513192,0.601910,0.585335,0.560330,0.532332,0.571184,0.550132,50.000000,50.000000,50.000000,50.000000,50.000000,50.002353,50.000000,50.000000,50.000000,11.4193,10.7719,-8.0936,3.0627,6.0897,10.3511,-12.3034,-0.0375,0.2836,8.931,9.243,16.777,2.226,15.029,10.295,9.710,10.567,1.231,6.470886
0.400000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.5239,22.9265,10.5662,45.7079,42.5815,73.5662,28.9018,21.5964,14.7618,78.1337,70.0806,75.6060,74.3529,69.9402,63.6910,70.8533,70.2682,69.5610,48.3300,40.2795,45.8040,44.5463,40.1277,34.8851,41.0355,40.4537,39.7520,162.9681,142.5971,152.7826,183.3391,162.9681,173.1536,152.7826,142.5971,132.4116,13.4566,5.4063,10.9536,9.7375,5.3717,0.0000,6.2796,5.6449,4.9021,11.5239,3.9042,9.8529,8.9945,4.9471,0.0000,5.7124,4.6339,3.4348,0.478426,0.539179,0.500090,0.592226,0.575642,0.552431,0.521712,0.560192,0.540084,50.000000,50.000000,50.000000,50.000000,50.000000,50.000839,50.000000,50.000000,50.000000,12.0770,12.8527,-8.2986,1.8634,6.5987,7.9261,-9.2905,0.9008,1.0759,11.210,6.291,9.906,10.537,5.689,12.830,9.174,4.193,10.802,6.165262
0.500000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.3689,16.6497,7.6734,33.1940,30.9236,53.4253,20.9891,15.6837,10.7203,81.7967,74.7612,79.6401,80.6436,75.7666,71.3891,75.6398,74.6566,73.2556,55.9005,48.8763,53.7484,54.7463,49.8604,46.1932,49.7272,48.7469,47.3429,161.6232,141.4203,151.5217,181.8261,161.6232,171.7246,151.5217,141.4203,131.3188,7.1882,0.0000,4.3193,5.8157,2.0528,0.0000,2.2951,0.8761,0.0000,8.3689,1.1331,6.1406,7.4264,3.0198,0.0000,2.8706,1.4571,0.0000,0.463235,0.524000,0.484716,0.580325,0.563598,0.541970,0.508842,0.546945,0.528116,50.000000,50.000000,50.000000,50.000000,50.000000,50.000181,50.000000,50.000000,50.000000,10.6240,12.1435,-7.0351,-1.7489,6.7629,4.6903,-4.6814,1.6913,1.8405,12.249,7.929,0.486,17.834,10.939,17.159,13.842,15.200,2.633,5.306399
0.600000,4.2181,3.5763,3.9990,1.4266,1.0707,1.2893,1.7953,1.4225,1.5608,7.8982,15.7134,7.2419,31.3273,29.1846,50.4209,19.8087,14.8017,10.1174,79.3415,73.6933,78.1504,80.5253,76.2400,72.4906,75.2573,74.2351,72.8398,53.0015,47.3384,51.8133,54.1850,49.8952,46.7287,48.9068,47.8861,46.4950,162.4116,142.1101,152.2609,182.7130,162.4116,172.5623,152.2609,142.1101,131.9594,5.8360,0.0000,3.3125,5.3579,1.7586,0.0000,1.4795,0.5696,0.0000,12.1163,1.7887,7.7439,9.8910,4.2625,1.0457,5.0133,3.1952,0.9464,0.448833,0.509299,0.469895,0.568545,0.551546,0.531389,0.496185,0.533933,0.516363,50.000000,50.000000,50.000000,50.000000,50.000000,49.999895,50.000000,50.000000,50.000000,8.5737,9.4221,-6.1222,-3.3961,6.0872,4.0437,-2.9186,1.4764,1.6780,14.254,6.917,12.312,12.801,16.450,8.171,14.009,8.833,7.483,4.582470
0.700000,2.1404,1.7432,1.9096,0.6985,0.5340,0.6445,0.8908,0.7110,0.7719,6.7302,13.3896,6.1709,26.6943,24.8685,42.9642,16.8792,12.6127,8.6212,80.6567,74.4523,78.4805,81.3395,76.8714,74.3357,75.9896,74.6535,73.2162,57.6096,51.4082,55.4364,58.2923,53.8196,51.8087,52.9322,51.5978,50.1645,163.6174,143.1652,153.3913,184.0696,163.6174,173.8435,153.3913,143.1652,132.9391,7.6098,1.4085,5.4364,8.2925,3.8199,1.8089,2.9324,1.5981,0.1655,8.8706,0.7634,5.9576,8.7523,3.7041,1.7526,3.7670,1.9921,0.0000,0.433178,0.493333,0.454038,0.555873,0.538546,0.519657,0.482486,0.519912,0.503683,50.000000,50.000000,50.000000,50.000000,50.000000,49.999771,50.000000,50.000000,50.000000,9.3036,11.1650,-6.0421,-4.2856,6.7068,3.0143,-1.6861,2.0024,2.1517,14.190,5.816,15.617,6.976,8.663,9.742,7.160,9.502,10.942,4.701283
0.800000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.2620,22.4055,10.3260,44.6691,41.6138,71.8943,28.2450,21.1055,14.4263,77.4206,69.5223,74.9693,73.8479,69.5740,64.0492,70.4474,69.7858,69.0240,46.7820,38.8864,44.3325,43.2068,38.9272,33.8996,39.7954,39.1368,38.3802,160.3246,140.2841,150.3043,180.3652,160.3246,170.3449,150.3043,140.2841,130.2638,13.5981,5.7022,11.0882,9.8456,5.3997,0.0000,6.2680,5.7754,5.1357,11.2620,3.7677,9.5882,8.7957,4.8099,0.0000,5.5485,4.4805,3.2976,0.420466,0.481257,0.441357,0.546480,0.529144,0.511980,0.472187,0.509277,0.493981,50.000000,50.000000,50.000000,50.000000,50.000000,49.999718,50.000000,50.000000,50.000000,11.8449,12.6304,-8.1396,1.7449,6.4997,7.7252,-9.0302,0.9065,1.0791,7.085,10.678,5.090,13.284,9.371,17.796,7.034,10.061,13.669,6.041337
0.900000,1.5454,1.2544,1.3924,0.5147,0.3721,0.4647,0.6365,0.5078,0.5642,13.1809,26.2232,12.0855,52.2804,48.7045,84.1446,33.0577,24.7018,16.8844,74.1006,66.2328,71.8761,69.8241,65.9361,59.2975,67.2419,66.8191,66.3110,39.3088,31.4340,37.1029,35.0445,31.1649,25.0134,32.4662,32.0401,31.5266,159.4435,139.5130,149.4783,179.3739,159.4435,169.4087,149.4783,139.5130,129.5478,16.5816,8.7054,14.0637,11.4909,6.9032,0.0000,8.2014,8.4798,8.4902,14.7263,5.6633,12.9576,10.2194,6.3627,0.0000,7.8747,6.9644,5.7713,0.409784,0.471495,0.430744,0.538862,0.521616,0.506316,0.463785,0.500570,0.486012,50.000000,50.000000,50.000000,50.000000,50.000000,49.999696,50.000000,50.000000,50.000000,11.8094,11.8315,-8.3353,3.3416,6.1776,9.6024,-11.5550,0.2852,0.5056,13.874,9.107,10.710,10.107,10.722,11.543,7.825,14.318,10.279,6.372314
1.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.1963,24.2643,11.1827,48.3750,45.0662,77.8589,30.5882,22.8565,15.6232,76.9455,68.7212,74.4913,72.8404,68.6165,62.6044,69.7142,69.0809,68.3646,46.1772,37.9554,43.7251,42.0711,37.8427,32.3078,38.9355,38.3042,37.5920,163.0609,142.6783,152.8696,183.4435,163.0609,173.2522,152.8696,142.6783,132.4870,15.5456,7.3238,12.9150,10.9216,6.2236,0.0000,7.3161,7.1543,6.7819,12.1963,4.4136,10.5555,9.2354,5.3118,0.0000,6.3155,5.2822,4.1253,0.397236,0.459707,0.418237,0.529716,0.512475,0.499000,0.453709,0.490161,0.476509,50.000000,50.000000,50.000000,50.000000,50.000000,49.999688,50.000000,50.000000,50.000000,12.3340,12.9649,-8.5655,2.6491,6.5751,8.6448,-10.2863,0.7131,0.9005,8.390,10.193,11.496,5.807,9.324,12.964,1.353,10.321,9.008,6.393163
1.100000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.3862,30.6106,14.1075,61.0273,56.8532,98.2227,38.5885,28.8346,19.7094,73.8435,64.9299,71.3430,66.7493,62.4994,53.7885,64.6075,64.9206,65.0432,35.7182,26.8062,33.2188,28.6230,24.3700,16.1328,26.4752,26.7898,26.9151,158.7014,138.8638,148.7826,178.5391,158.7014,168.6203,148.7826,138.8638,128.9449,18.3674,9.4554,16.0057,11.6685,7.7697,0.0000,9.8744,9.8347,9.7015,15.3862,7.0617,14.1075,10.4710,7.2092,0.0000,9.2369,8.4841,7.5758,0.387530,0.451382,0.408735,0.523493,0.506589,0.495346,0.446857,0.482881,0.469705,50.000000,50.000000,50.000000,50.000000,50.000000,49.999685,50.000000,50.000000,50.000000,13.3688,13.1346,-9.6880,6.7634,6.2008,12.1208,-15.2798,-0.2940,-0.0574,8.061,4.808,4.316,15.320,8.606,7.908,7.809,9.363,17.250,7.581146
1.200000,0.7305,0.6111,0.6316,0.2400,0.1785,0.2136,0.2910,0.2332,0.2635,13.7666,27.3885,12.6226,54.6036,50.8688,87.8838,34.5267,25.7995,17.6348,75.0551,66.5676,72.5788,70.0527,66.0773,59.1585,67.6177,67.1654,66.6600,41.7769,33.2805,39.2981,36.7896,32.8108,26.3614,34.3467,33.8934,33.3831,163.8493,143.3681,153.6087,184.3304,163.8493,174.0899,153.6087,143.3681,133.1275,18.0230,9.5060,15.2234,12.1307,7.3472,0.0000,8.8832,9.2311,9.2967,14.4971,6.0144,13.2542,10.5138,6.5666,0.0000,7.9434,7.0456,5.8895,0.376177,0.441047,0.397494,0.515496,0.498663,0.489377,0.437968,0.473671,0.461267,50.000000,50.000000,50.000000,50.000000,50.000000,49.999685,50.000000,50.000000,50.000000,12.7505,12.7576,-8.8731,4.0636,6.3688,10.1215,-12.4276,0.2789,0.4750,6.217,12.701,6.457,10.054,11.206,5.570,11.907,12.839,15.304,6.814749
1.300000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.4383,20.7667,9.5708,41.4020,38.5701,66.6359,26.1791,19.5619,13.3712,77.0530,69.5210,74.7051,74.0277,69.8385,64.8351,70.5181,69.7736,68.9354,45.6323,38.1030,43.2863,42.6046,38.4099,33.8712,39.0843,38.3426,37.5096,156.0580,136.5507,146.3043,175.5652,156.0580,165.8116,146.3043,136.5507,126.7971,12.4962,4.9676,10.0880,9.2853,4.9179,0.0000,5.5923,5.0231,4.3115,10.4383,3.1924,8.6542,8.2457,4.3215,0.0000,4.9306,3.8496,2.6695,0.363777,0.429214,0.385113,0.506234,0.489386,0.481707,0.427853,0.463252,0.451785,50.000000,50.000000,50.000000,50.000000,50.000000,49.999686,50.000000,50.000000,50.000000,11.2949,12.2125,-7.7439,1.0809,6.3756,6.9953,-8.0095,1.0277,1.1914,13.260,6.032,10.170,16.892,10.421,16.471,5.863,2.896,5.988,5.716224
1.400000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.8411,27.5366,12.6908,54.8988,51.1438,88.3589,34.7133,25.9389,17.7301,75.9156,67.1039,73.3281,70.6578,66.5726,59.6176,68.1555,67.6537,67.0839,43.9486,35.1395,41.3639,38.6915,34.6026,28.1107,36.1809,35.6802,35.1134,166.1681,145.3971,155.7826,186.9391,166.1681,176.5536,155.7826,145.3971,135.0116,18.6219,9.8134,15.7089,12.4184,7.4858,0.0000,9.0640,9.4072,9.4584,13.8411,5.8038,12.6908,10.2727,6.3633,0.0000,7.6688,6.7171,5.6258,0.351835,0.418301,0.373281,0.497823,0.481028,0.475341,0.418489,0.453556,0.442909,50.000000,50.000000,50.000000,50.000000,50.000000,49.999688,50.000000,50.000000,50.000000,13.2146,13.4151,-9.1721,4.3167,6.5533,10.2331,-12.6028,0.3297,0.5427,5.102,12.826,6.725,14.399,5.910,13.584,8.446,13.657,9.694,7.028817
1.500000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.8411,27.5366,12.6908,54.8988,51.1438,88.3589,34.7133,25.9389,17.7301,75.4299,66.6730,72.8808,70.0868,66.0483,59.0301,67.6584,67.2012,66.6730,42.4577,33.7204,39.9110,37.1326,33.0907,26.5329,34.6963,34.2400,33.7147,164.1275,143.6116,153.8696,184.6435,164.1275,174.3855,153.8696,143.6116,133.3536,18.5579,9.8298,15.6961,12.3270,7.4709,0.0000,9.0768,9.4347,9.5065,13.8411,5.8519,12.6908,10.1983,6.3739,0.0000,7.7247,6.7968,5.7294,0.340297,0.407828,0.361865,0.489750,0.473035,0.469333,0.409510,0.444252,0.434387,50.000000,50.000000,50.000000,50.000000,50.000000,49.999689,50.000000,50.000000,50.000000,13.1111,13.2756,-9.1324,4.4708,6.4683,10.2916,-12.7024,0.2778,0.4909,10.712,12.772,16.965,6.159,13.826,9.663,5.082,6.579,7.151,7.006936
1.600000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.9519,19.7991,9.1248,39.4729,36.7730,63.5311,24.9593,18.6504,12.7481,81.3160,73.6997,78.6920,78.3676,73.4245,68.2669,73.8208,73.3654,72.7286,53.8652,46.2536,51.2640,50.9372,45.9900,41.2890,46.3801,45.9236,45.2957,163.3391,142.9217,153.1304,183.7565,163.3391,173.5478,153.1304,142.9217,132.7130,8.2542,0.6205,6.1340,6.8141,3.2210,0.0000,3.6728,1.8824,0.1042,9.9519,2.5488,7.9156,8.1648,3.9306,0.0000,4.2975,3.0999,1.8363,0.325660,0.393464,0.347201,0.478677,0.461926,0.459983,0.397507,0.431773,0.422937,50.000000,50.000000,50.000000,50.000000,50.000000,49.999691,50.000000,50.000000,50.000000,11.4308,12.6534,-7.7581,-0.0144,6.7417,6.3094,-6.9284,1.3511,1.5214,5.817,11.602,11.349,6.865,12.560,7.920,16.436,10.577,11.536,5.710150
1.700000,1.0286,0.8804,0.9339,0.3357,0.2582,0.3036,0.4218,0.3507,0.3771,9.3081,18.5184,8.5346,36.9196,34.3943,59.4216,23.3448,17.4440,11.9235,81.9374,74.7524,79.5883,80.2963,75.4090,70.7213,75.4011,74.6864,73.6138,56.2808,49.0988,53.9317,54.6327,49.7370,45.5012,49.7233,49.0143,47.9499,166.0290,145.2754,155.6522,186.7826,166.0290,176.4058,155.6522,145.2754,134.8986,7.1374,0.0000,4.7024,6.2104,2.5928,0.0000,2.7157,1.0927,0.0000,10.3367,2.0253,7.9612,8.3880,3.6376,0.0000,4.0454,2.6873,1.0343,0.310366,0.378216,0.331774,0.466800,0.449912,0.449679,0.384639,0.418454,0.410816,50.000000,50.000000,50.000000,50.000000,50.000000,49.999693,50.000000,50.000000,50.000000,10.7522,11.8959,-7.1856,-1.4584,6.7002,5.5291,-5.5798,1.5234,1.6148,9.088,3.173,13.477,13.216,8.299,11.514,11.965,6.317,1.641,5.390640
1.800000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.5446,15.0099,6.9176,29.9248,27.8780,48.1636,18.9219,14.1391,9.6645,82.0115,74.8709,79.5260,81.6800,76.9318,74.0494,76.4464,74.9058,73.2865,60.7395,53.6018,58.2567,60.4076,55.6548,53.2237,55.1638,53.6249,52.0098,168.5797,147.5072,158.0435,189.6522,168.5797,179.1159,158.0435,147.5072,136.9710,10.7394,3.6018,8.2566,10.4078,5.6549,3.2238,5.1639,3.6251,2.0102,7.5446,0.4229,5.0865,7.2319,2.4602,0.0000,2.3474,1.2124,0.0000,0.293861,0.361569,0.315111,0.453668,0.436469,0.437627,0.370362,0.403882,0.397669,50.000000,50.000000,50.000000,50.000000,50.000000,49.999695,50.000000,50.000000,50.000000,10.7080,13.0920,-6.9824,-3.2281,7.1270,3.6446,-2.9109,2.3092,2.4246,9.282,5.144,14.786,16.546,8.189,7.473,6.860,10.818,7.291,5.317780
1.900000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.6834,11.3069,5.2110,22.5423,21.0004,36.2815,14.2538,10.6509,7.2802,81.1360,74.2305,78.2636,81.6393,76.7553,75.0054,75.7013,73.9358,72.1154,61.8322,54.9294,58.9626,62.3356,57.4475,56.1467,56.3883,54.6243,52.8075,166.1681,145.3971,155.7826,186.9391,166.1681,176.5536,155.7826,145.3971,135.0116,11.8333,4.9302,8.9637,12.3365,7.4485,6.1476,6.3893,4.6252,2.8084,5.6834,0.0000,4.3817,8.0855,3.5164,2.5196,3.0498,1.5609,0.0000,0.277059,0.344511,0.298245,0.440117,0.422593,0.424912,0.355769,0.389038,0.384320,50.000000,50.000000,50.000000,50.000000,50.000000,49.999696,50.000000,50.000000,50.000000,10.3556,13.5350,-6.0498,-5.0608,7.3300,1.9494,-0.3632,2.6468,2.7270,11.421,8.101,7.307,11.445,6.824,5.484,10.195,14.030,12.297,5.100677
2.000000,5.2619,4.5107,4.8063,1.7459,1.3956,1.6004,2.1448,1.7540,1.9933,8.1575,16.2291,7.4795,32.3555,30.1424,52.0757,20.4589,15.2875,10.4495,76.7276,71.4466,75.3812,77.2084,73.3156,69.8959,72.7258,71.9476,70.9674,46.5579,41.2826,45.2182,47.0503,43.1588,40.1860,42.5596,41.7720,40.8127,155.6406,136.1855,145.9130,175.0957,155.6406,165.3681,145.9130,136.1855,126.4580,5.5164,0.0000,4.6013,6.8558,3.0680,0.0000,2.2432,1.2387,0.0000,13.4193,2.7165,8.4264,9.8798,4.5602,1.1600,5.7808,4.1858,2.2351,0.264407,0.331690,0.285311,0.429889,0.412168,0.415812,0.344755,0.377687,0.374004,50.000000,50.000000,50.000000,50.000000,50.000000,49.999698,50.000000,50.000000,50.000000,8.0364,8.5109,-6.2358,-2.9568,5.7860,4.5052,-3.4983,1.2852,1.5891,13.733,13.569,11.041,10.047,14.626,2.042,8.679,15.000,10.034,4.403382
2.100000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.6120,25.0914,11.5639,50.0240,46.6024,80.5130,31.6309,23.6357,16.1557,74.8161,66.5726,72.3716,70.2285,66.3347,60.0953,67.6895,67.1103,66.4727,40.7919,32.5681,38.3676,36.2224,32.3251,26.5299,33.6753,33.0970,32.4623,157.7275,138.0116,147.8696,177.4435,157.7275,167.5855,147.8696,138.0116,128.1536,16.8954,8.6808,14.1626,11.4200,6.7083,0.0000,8.0589,8.2949,8.2574,12.6120,5.0986,11.4038,9.5486,5.7569,0.0000,6.8150,5.8737,4.8055,0.253322,0.321576,0.274336,0.422014,0.404360,0.409805,0.336040,0.368693,0.365798,50.000000,50.000000,50.000000,50.000000,50.000000,49.999700,50.000000,50.000000,50.000000,12.3409,12.6555,-8.5401,3.5155,6.2514,9.1478,-11.1755,0.4607,0.6549,10.361,11.951,8.807,6.000,9.145,13.276,16.861,9.817,10.217,6.475339
2.200000,0.2387,0.2015,0.2279,0.0823,0.0621,0.0720,0.1013,0.0811,0.0876,8.3689,16.6497,7.6734,33.1940,30.9236,53.4253,20.9891,15.6837,10.7203,81.1870,74.3695,79.1469,80.1771,75.3403,71.2385,75.1072,74.1680,72.9962,54.5245,47.7292,52.5043,53.5302,48.6948,45.0165,48.4557,47.5099,46.3466,160.1855,140.1623,150.1739,180.2087,160.1855,170.1971,150.1739,140.1623,130.1507,7.2588,0.0000,4.3537,5.7553,2.1085,0.0000,2.5987,1.2195,0.0000,8.6076,1.2124,6.2678,7.4698,3.0563,0.0000,2.9219,1.5002,0.0000,0.238506,0.306753,0.259317,0.410377,0.392598,0.399611,0.323499,0.355783,0.354082,50.000000,50.000000,50.000000,50.000000,50.000000,49.999702,50.000000,50.000000,50.000000,10.4358,11.8137,-6.9531,-1.7289,6.6595,4.7219,-4.7310,1.6321,1.7773,9.682,14.461,5.384,10.567,12.490,14.011,13.675,19.280,13.694,5.215181
2.300000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.5972,19.0935,8.7996,38.0660,35.4624,61.2668,24.0697,17.9857,12.2938,81.3860,73.9682,78.9052,78.8340,73.8819,68.9575,74.1162,73.5559,72.8467,54.1217,46.7239,51.6603,51.5858,46.6289,42.1422,46.8580,46.2999,45.5782,162.6435,142.3130,152.4783,182.9739,162.6435,172.8087,152.4783,142.3130,132.1478,7.9414,0.2600,5.5936,6.5013,2.9452,0.0000,3.4907,1.7916,0.0000,9.5972,2.2675,7.5195,7.9868,3.7251,0.0000,3.9437,2.6799,1.4292,0.223799,0.292242,0.244540,0.399163,0.381335,0.390068,0.311372,0.343201,0.342561,50.000000,50.000000,50.000000,50.000000,50.000000,49.999704,50.000000,50.000000,50.000000,11.2485,12.5121,-7.6035,-0.3810,6.7325,5.9570,-6.4615,1.4087,1.6113,5.246,11.069,10.042,8.626,13.177,19.446,12.611,10.098,14.020,5.603482
2.400000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.0531,16.0215,7.3839,31.9415,29.7568,51.4095,20.1971,15.0920,10.3158,82.1881,75.0358,79.7507,81.3098,76.7052,73.2974,76.5152,75.2197,73.7192,58.1023,50.9528,55.6676,57.2236,52.6142,49.6333,52.4187,51.1251,49.6200,164.4986,143.9362,154.2174,185.0609,164.4986,174.7797,154.2174,143.9362,133.6551,8.1019,0.9539,5.6677,7.2235,2.6144,0.0000,2.4189,1.1244,0.0000,8.0531,0.9722,5.7476,7.3624,2.8080,0.0000,2.6674,1.3751,0.0000,0.208010,0.276418,0.228617,0.386723,0.368626,0.378828,0.297806,0.329309,0.330018,50.000000,50.000000,50.000000,50.000000,50.000000,49.999705,50.000000,50.000000,50.000000,10.7249,12.5266,-7.0717,-2.3355,6.9116,4.2818,-3.9913,1.9418,2.0650,14.835,10.057,5.844,10.186,7.274,10.026,12.724,5.033,2.827,5.299348
