Time_h,VPP1_PV_kW,VPP2_PV_kW,VPP3_PV_kW,VPP4_PV_kW,VPP5_PV_kW,VPP6_PV_kW,VPP7_PV_kW,VPP8_PV_kW,VPP9_PV_kW,VPP1_Wind_kW,VPP2_Wind_kW,VPP3_Wind_kW,VPP4_Wind_kW,VPP5_Wind_kW,VPP6_Wind_kW,VPP7_Wind_kW,VPP8_Wind_kW,VPP9_Wind_kW,VPP1_Gas_kW,VPP2_Gas_kW,VPP3_Gas_kW,VPP4_Gas_kW,VPP5_Gas_kW,VPP6_Gas_kW,VPP7_Gas_kW,VPP8_Gas_kW,VPP9_Gas_kW,VPP1_Bat_kW,VPP2_Bat_kW,VPP3_Bat_kW,VPP4_Bat_kW,VPP5_Bat_kW,VPP6_Bat_kW,VPP7_Bat_kW,VPP8_Bat_kW,VPP9_Bat_kW,VPP1_Load_kW,VPP2_Load_kW,VPP3_Load_kW,VPP4_Load_kW,VPP5_Load_kW,VPP6_Load_kW,VPP7_Load_kW,VPP8_Load_kW,VPP9_Load_kW,VPP1_Shed_kW,VPP2_Shed_kW,VPP3_Shed_kW,VPP4_Shed_kW,VPP5_Shed_kW,VPP6_Shed_kW,VPP7_Shed_kW,VPP8_Shed_kW,VPP9_Shed_kW,VPP1_Curtail_kW,VPP2_Curtail_kW,VPP3_Curtail_kW,VPP4_Curtail_kW,VPP5_Curtail_kW,VPP6_Curtail_kW,VPP7_Curtail_kW,VPP8_Curtail_kW,VPP9_Curtail_kW,VPP1_SOC,VPP2_SOC,VPP3_SOC,VPP4_SOC,VPP5_SOC,VPP6_SOC,VPP7_SOC,VPP8_SOC,VPP9_SOC,VPP1_Freq_Hz,VPP2_Freq_Hz,VPP3_Freq_Hz,VPP4_Freq_Hz,VPP5_Freq_Hz,VPP6_Freq_Hz,VPP7_Freq_Hz,VPP8_Freq_Hz,VPP9_Freq_Hz,VPP12_Exchange_kW,VPP19_Exchange_kW,VPP23_Exchange_kW,VPP34_Exchange_kW,VPP45_Exchange_kW,VPP56_Exchange_kW,VPP67_Exchange_kW,VPP78_Exchange_kW,VPP89_Exchange_kW,VPP12_Delay_ms,VPP19_Delay_ms,VPP23_Delay_ms,VPP34_Delay_ms,VPP45_Delay_ms,VPP56_Delay_ms,VPP67_Delay_ms,VPP78_Delay_ms,VPP89_Delay_ms,ADMM_Residual
11.600000,175.6931,145.1430,156.9457,57.1154,44.6801,52.0152,74.8821,57.9970,65.4854,51.6589,102.7745,47.3658,204.8982,190.8836,329.7811,129.5603,96.8117,66.1738,64.7263,56.7221,64.7516,55.0000,70.8753,45.0000,60.0000,55.0000,50.0000,6.3797,-9.9713,-10.2991,-28.4204,-17.1477,-49.2414,0.0000,0.0000,0.0000,356.8696,312.2609,334.5652,401.4783,356.8696,379.1739,334.5652,312.2609,289.9565,14.3037,5.8722,13.4795,3.3047,22.5307,0.0000,0.0000,0.0000,0.0000,313.0795,211.7204,241.5455,253.5908,295.0476,300.0000,429.8772,447.5478,391.7027,0.430293,0.623798,0.526098,0.716369,0.553533,0.769851,0.900000,0.900000,0.900000,50.000000,50.000000,50.000000,50.000000,50.000000,50.002299,50.000000,50.000000,50.000000,16.3933,17.7049,-7.6544,19.0238,-23.1870,39.4404,-31.3112,2.5000,2.5000,7.442,12.448,9.238,8.586,16.722,11.151,9.236,12.348,9.907,29.819744
11.700000,173.8194,144.1702,157.4631,58.1711,44.0498,51.1330,69.4490,57.1085,63.2329,46.6298,92.7691,42.7547,184.9509,172.3006,297.6761,116.9473,87.3868,59.7316,63.9116,56.5144,62.9343,55.0000,69.6936,45.0000,60.0000,55.0000,50.0000,9.0404,-3.2349,-1.6234,-14.3470,0.6168,-24.8161,0.0000,0.0000,0.0000,348.1971,304.6725,326.4348,391.7217,348.1971,369.9594,326.4348,304.6725,282.9101,13.1061,4.9037,10.5037,1.7275,20.5570,0.0000,0.0000,0.0000,0.0000,310.4412,209.5499,237.0510,250.2028,290.9794,300.0000,419.9615,444.8229,390.0544,0.427836,0.624648,0.526491,0.719009,0.553384,0.774607,0.900000,0.900000,0.900000,50.000000,50.000000,50.000000,50.000000,50.000000,50.000827,50.000000,50.000000,50.000000,13.9374,18.0290,-6.8157,14.7170,-24.2434,34.8585,-19.4249,2.5000,2.5000,17.641,9.018,7.000,10.560,16.395,13.584,8.774,8.669,9.909,27.061903
11.800000,181.5051,147.8355,158.4925,57.8757,45.7656,54.9977,72.2092,61.0424,65.2307,46.7975,93.1028,42.9085,185.6162,172.9204,298.7469,117.3680,87.7012,59.9465,63.2190,56.3029,62.9083,55.0000,69.6832,45.0000,60.0000,55.0000,50.0000,9.3595,-1.4013,1.3253,-10.4825,4.2976,-20.9409,0.0000,0.0000,0.0000,356.2203,311.6928,333.9565,400.7478,356.2203,378.4841,333.9565,311.6928,289.4290,12.7106,5.2766,11.3844,2.9824,21.1812,0.0000,0.0000,0.0000,0.0000,308.2391,210.5763,238.6472,252.2067,292.3723,300.0000,415.6206,442.0508,385.7482,0.425293,0.625016,0.526112,0.720938,0.552346,0.778621,0.900000,0.900000,0.900000,50.000000,50.000000,50.000000,50.000000,50.000000,50.000187,50.000000,50.000000,50.000000,12.5555,17.6446,-7.7199,14.0590,-23.8310,35.2113,-17.6303,2.5000,2.5000,8.155,9.435,12.957,7.655,11.747,13.738,11.482,9.029,9.922,26.342021
11.900000,174.7007,148.9323,162.3788,60.4944,45.8500,51.8659,74.9947,58.8562,63.9058,52.3797,104.2085,48.0268,207.7572,193.5470,334.3827,131.3681,98.1625,67.0972,64.6526,55.9598,64.3573,55.0000,71.2085,45.0000,60.0000,55.0000,50.0000,4.5127,-14.3117,-16.1045,-35.6901,-25.0947,-57.4577,0.0000,0.0000,0.0000,352.3246,308.2841,330.3043,396.3652,352.3246,374.3449,330.3043,308.2841,286.2638,13.9060,4.4660,12.1451,2.0858,22.2553,0.0000,0.0000,0.0000,0.0000,313.5645,209.0291,239.2950,251.8158,294.5585,300.0000,436.0584,453.7346,394.7392,0.424066,0.628778,0.530011,0.727505,0.557476,0.789634,0.900000,0.900000,0.900000,50.000000,50.000000,50.000000,50.000000,50.000000,49.999909,50.000000,50.000000,50.000000,18.4786,16.5357,-7.1418,19.5011,-23.4867,40.1364,-35.9518,2.5000,2.5000,8.557,13.956,5.040,11.557,9.186,6.761,7.371,14.853,9.146,31.170887
12.000000,173.5100,151.7065,161.8901,57.8624,43.5253,54.2007,74.1861,58.4954,65.3139,59.5646,118.5028,54.6146,236.2553,220.0959,380.2500,149.3879,111.6275,76.3009,65.4255,54.8390,66.3490,55.0000,50.6879,45.0000,60.0000,55.0000,50.0000,-1.6995,-29.4014,-34.9412,-63.2912,-53.4644,-90.0000,0.0000,0.0000,0.0000,353.2986,309.1362,331.2174,397.4609,353.2986,375.3797,331.2174,309.1362,287.0551,15.2001,4.3904,15.6867,4.1305,30.7160,10.9300,0.0000,0.0000,0.0000,319.8439,209.0989,245.8984,259.7780,311.7378,322.0457,452.3566,465.9866,404.5597,0.424457,0.636506,0.538471,0.739151,0.568407,0.806884,0.900000,0.900000,0.900000,50.000000,50.000000,50.000000,50.000000,50.000000,50.015637,50.000000,50.000000,50.000000,24.5491,14.4630,-8.6333,25.6276,-16.0502,53.5048,-69.5350,2.5000,2.5000,6.067,7.207,9.630,13.446,8.315,12.491,9.508,8.188,11.061,36.428022
12.100000,167.3063,140.8187,157.8012,55.6578,42.3849,51.4812,69.8099,56.6409,63.6108,53.4734,106.3845,49.0296,212.0954,197.5885,341.3649,134.1112,100.2123,68.4982,66.0961,57.3492,65.0707,55.0000,71.6358,45.0000,60.0000,55.0000,50.0000,5.9485,-12.9664,-15.4362,-35.7238,-25.8945,-63.1616,0.0000,0.0000,0.0000,356.2203,311.6928,333.9565,400.7478,356.2203,378.4841,333.9565,311.6928,289.4290,15.7767,6.7121,14.1240,3.7457,23.5079,0.0000,0.0000,0.0000,0.0000,315.4543,213.3946,243.0668,254.9572,296.9977,300.0000,429.9646,450.1605,392.6801,0.422841,0.639915,0.542208,0.745724,0.573701,0.818990,0.900000,0.900000,0.900000,50.000000,50.000000,50.000000,50.000000,50.000000,50.006552,50.000000,50.000000,50.000000,18.3632,18.9106,-6.3317,20.3682,-23.1137,41.8056,-37.1810,2.5000,2.5000,6.888,5.296,4.514,14.999,8.492,7.205,12.589,13.512,3.409,31.002380
12.200000,178.7733,154.0150,161.8054,58.2038,45.4166,53.6458,73.2014,59.4654,65.3586,61.9629,123.2742,56.8136,245.7678,228.9577,395.5603,155.4028,116.1220,79.3730,64.5734,54.1829,67.1201,55.0000,50.0000,45.0000,60.0000,55.0000,50.0000,-2.8861,-30.7135,-35.1984,-64.7197,-55.0853,-90.0000,0.0000,0.0000,0.0000,349.4957,305.8087,327.6522,393.1826,349.4957,371.3391,327.6522,305.8087,283.9652,13.3263,1.6807,13.3736,0.0000,26.7356,8.9114,0.0000,0.0000,0.0000,319.5499,203.3694,239.7467,251.0693,303.4711,317.8232,460.9520,474.7787,410.7664,0.423505,0.647988,0.550730,0.757632,0.584962,0.836240,0.900000,0.900000,0.900000,50.000000,50.000000,50.000000,50.000000,50.000000,50.023143,50.000000,50.000000,50.000000,24.9317,12.5068,-10.0726,27.5075,-15.6850,51.3694,-70.5443,2.5000,2.5000,7.605,14.932,12.436,17.911,11.508,10.566,8.527,10.328,11.636,36.784567
12.300000,173.2622,144.3321,158.9320,56.6585,43.8783,51.7682,68.9555,57.0493,63.4281,72.6491,144.5340,66.6116,288.1530,268.4438,463.7786,182.2036,136.1484,93.0617,65.4520,54.7416,70.2475,55.0000,50.0000,45.0000,60.0000,55.0000,50.0000,-6.8557,-39.8662,-46.6612,-84.2042,-69.7958,-90.0000,0.0000,0.0000,0.0000,354.8290,310.4754,332.6522,399.1826,354.8290,377.0058,332.6522,310.4754,288.2986,14.2019,2.2466,16.4978,0.0000,20.7686,6.9228,0.0000,0.0000,0.0000,298.2802,189.5512,230.2956,240.2866,272.8640,291.4415,441.1668,446.6483,380.8511,0.425082,0.658467,0.562027,0.773126,0.599232,0.853490,0.900000,0.900000,0.900000,50.000000,50.000000,50.000000,50.000000,50.000000,50.049675,50.000000,50.000000,50.000000,27.8381,11.3991,-11.4811,34.6442,-15.0885,42.0250,-71.5386,2.5000,2.5000,1.225,4.431,6.612,9.043,11.829,6.285,18.310,10.716,8.002,36.367008
12.400000,172.6665,144.5916,162.6818,58.8618,42.4805,52.7397,75.2256,59.7932,65.6175,73.1003,145.4317,67.0254,289.9427,270.1111,466.6592,183.3353,136.9941,93.6397,66.6106,55.1871,70.5288,55.0000,50.0000,45.0000,60.0000,55.0000,50.0000,-7.9753,-43.9720,-53.1716,-93.2651,-73.6713,-90.0000,0.0000,0.0000,0.0000,353.4841,309.2986,331.3913,397.6696,353.4841,375.5768,331.3913,309.2986,287.2058,15.3581,2.6855,16.7737,0.0000,21.5225,7.1775,0.0000,0.0000,0.0000,327.7021,205.3746,249.5382,262.8698,293.0411,314.3550,487.1695,492.4888,422.0514,0.426916,0.670026,0.574900,0.790287,0.614293,0.870740,0.900000,0.900000,0.900000,50.000000,50.000000,50.000000,50.000000,50.000000,50.064956,50.000000,50.000000,50.000000,30.0464,11.9967,-10.1151,36.1980,-18.0582,40.3369,-71.4113,2.5000,2.5000,9.675,10.770,6.901,14.976,13.594,6.568,6.271,0.064,7.850,38.789228
12.500000,181.7802,148.8596,162.2960,59.3481,46.2511,55.9103,74.4968,58.9560,65.8543,86.7591,172.6058,79.5491,344.1187,320.5816,553.8548,217.5916,162.5915,111.1364,60.7527,45.0000,70.5329,55.0000,50.0000,45.0000,60.0000,55.0000,50.0000,-15.1477,-56.8016,-57.8676,-100.0000,-88.3714,-90.0000,0.0000,0.0000,0.0000,353.9014,309.6638,331.7826,398.1391,353.9014,376.0203,331.7826,309.6638,287.5449,13.2522,0.0000,20.5329,0.0000,8.4820,3.7108,2.6505,0.0000,0.0000,322.8519,197.5647,272.3482,306.0659,263.9139,303.7679,406.0645,510.1866,433.3575,0.430400,0.684956,0.588910,0.808687,0.632361,0.887990,0.900000,0.900000,0.900000,50.000000,50.000000,50.000000,50.000000,50.000000,50.099103,50.040468,50.000000,50.000000,35.3294,4.4286,-22.4998,39.0991,-7.5553,28.1999,-44.4699,-26.1747,2.5000,12.527,9.589,10.614,7.519,4.153,10.024,7.912,14.344,17.833,45.047561
12.600000,171.0597,140.3647,159.6689,58.5068,42.1705,53.3366,71.0244,55.7428,63.0666,73.5534,146.3332,67.4408,291.7399,271.7854,469.5517,184.4716,137.8432,94.2201,65.2037,54.6250,70.1218,55.0000,50.0000,45.0000,60.0000,55.0000,50.0000,-6.9669,-39.7093,-46.3655,-83.6322,-59.8468,-62.6619,0.0000,0.0000,0.0000,352.0000,308.0000,330.0000,396.0000,352.0000,374.0000,330.0000,308.0000,286.0000,13.9520,2.1282,16.3710,0.0000,15.9626,5.3214,0.0000,0.0000,0.0000,290.2808,184.0441,227.4434,240.2396,256.6606,280.3209,434.9605,434.9968,370.7511,0.432002,0.695394,0.600135,0.824075,0.644596,0.900000,0.900000,0.900000,0.900000,50.000000,50.000000,50.000000,50.000000,50.000000,50.089502,50.017401,50.000000,50.000000,27.5725,11.0944,-11.5417,34.3797,-17.3740,31.7282,-58.6703,2.5000,2.5000,3.703,13.163,11.493,8.619,2.787,8.963,6.408,15.716,4.948,34.355539
12.700000,169.8649,143.1759,162.4619,57.6560,42.4241,51.7865,71.3358,56.7980,62.9075,62.1656,123.6774,56.9994,246.5719,229.7068,396.8543,155.9112,116.5019,79.6327,65.0470,55.0712,66.1782,55.0000,50.0000,45.0000,60.0000,55.0000,50.0000,4.5520,-15.9020,-15.2377,-36.8350,-6.4945,0.0000,0.0000,0.0000,0.0000,358.5855,313.7623,336.1739,403.4087,358.5855,380.9971,336.1739,313.7623,291.3507,13.8049,2.5802,12.4359,0.0000,14.3158,4.7718,0.0000,0.0000,0.0000,290.2730,190.6368,228.2451,243.5694,260.4800,287.7599,414.7663,424.6002,364.8827,0.430765,0.699574,0.603824,0.830853,0.645924,0.900000,0.900000,0.900000,0.900000,50.000000,50.000000,50.000000,50.000000,50.000000,50.064770,50.007348,50.000000,50.000000,20.8272,16.7019,-10.8134,22.6057,-19.8282,26.5248,-27.6141,2.5000,2.5000,9.205,9.491,13.053,11.700,5.816,10.000,5.511,10.676,10.656,29.723864
12.800000,172.4443,147.5506,162.1500,58.5608,43.8901,51.0753,72.3992,58.8214,65.8068,51.6589,102.7745,47.3658,204.8982,190.8836,329.7811,129.5603,96.8117,66.1738,63.3856,54.2513,62.8057,55.0000,50.0000,45.0000,60.0000,55.0000,50.0000,7.4456,-7.6103,-4.9336,-18.5919,5.8867,0.0000,0.0000,0.0000,0.0000,345.3217,302.1565,323.7391,388.4870,345.3217,366.9043,323.7391,302.1565,280.5739,12.1237,1.7347,9.0435,0.0000,18.2206,6.0742,0.0000,0.0000,0.0000,289.4362,189.5952,221.5361,237.1242,269.1151,291.3575,403.5690,420.3600,366.7552,0.428742,0.701574,0.605019,0.834273,0.644502,0.900000,0.900000,0.900000,0.900000,50.000000,50.000000,50.000000,50.000000,50.000000,50.037242,50.002967,50.000000,50.000000,17.2896,16.4775,-9.2699,15.2538,-18.8496,34.0165,-26.9629,2.5000,2.5000,5.735,6.011,9.979,9.197,4.447,13.122,13.213,13.986,4.725,28.120146
12.900000,173.4266,141.1617,162.7343,58.0158,44.0634,52.6530,71.0435,59.4493,64.2480,67.5926,134.4743,61.9754,268.0973,249.7599,431.4992,169.5221,126.6724,86.5845,63.3081,53.2168,66.9118,55.0000,50.0000,45.0000,60.0000,55.0000,50.0000,-3.4916,-30.3810,-33.4819,-62.1873,-24.3852,0.0000,0.0000,0.0000,0.0000,343.6058,300.6551,322.1304,386.5565,343.6058,365.0812,322.1304,300.6551,279.1797,12.0649,0.7273,13.1687,0.0000,8.0545,2.6842,0.0000,0.0000,0.0000,283.5496,178.7577,223.5236,242.6472,237.7402,271.3213,421.6892,428.0461,364.9070,0.429545,0.709560,0.613125,0.845716,0.649487,0.900000,0.900000,0.900000,0.900000,50.000000,50.000000,50.000000,50.000000,50.000000,50.056839,50.001058,50.000000,50.000000,24.1592,10.9407,-11.5178,26.8930,-20.4283,15.4926,-28.6579,2.5000,2.5000,5.664,10.142,10.500,15.687,10.349,9.432,15.455,9.744,12.277,31.743317
13.000000,173.5567,141.0578,150.1515,56.6000,43.0225,52.3495,71.3278,56.0754,63.0158,74.0084,147.2383,67.8580,293.5444,273.4665,472.4561,185.6127,138.6959,94.8029,62.2561,50.9334,69.7835,55.0000,50.0000,45.0000,60.0000,55.0000,50.0000,-8.6969,-40.9687,-43.0534,-78.7649,-36.3935,0.0000,0.0000,0.0000,0.0000,340.8696,298.2609,319.5652,383.4783,340.8696,362.1739,319.5652,298.2609,276.9565,11.7882,0.0000,16.8165,0.0000,3.5931,1.1976,0.0000,0.0000,0.0000,271.0537,167.9050,219.1330,236.7350,217.0622,254.2509,417.1378,413.2492,350.6248,0.431545,0.720329,0.623548,0.860209,0.656928,0.900000,0.900000,0.900000,0.900000,50.000000,50.000000,50.000000,50.000000,50.000000,50.078174,50.000228,50.000000,50.000000,27.6913,7.6737,-16.7910,33.6558,-20.4823,8.0010,-29.4012,2.5000,2.5000,11.082,10.606,8.096,7.762,14.199,7.588,12.242,8.671,9.697,33.690102
13.100000,173.9621,149.7931,157.7015,58.6967,42.7906,51.8155,70.7692,59.3187,65.5849,72.8744,144.9824,66.8183,289.0469,269.2766,465.2174,182.7688,136.5708,93.3504,60.1754,46.0873,66.4671,55.0000,50.0000,45.0000,60.0000,55.0000,50.0000,-10.2650,-44.7933,-44.8751,-76.8047,-35.1926,0.0000,0.0000,0.0000,0.0000,338.3652,296.0696,317.2174,380.6609,338.3652,359.5130,317.2174,296.0696,274.9217,12.1325,0.0000,15.9253,0.0000,3.8348,1.2789,0.0000,0.0000,0.0000,258.4836,159.6260,208.0515,224.6236,207.1883,241.9954,395.3857,393.7916,333.0787,0.433906,0.732103,0.634413,0.874341,0.664123,0.900000,0.900000,0.900000,0.900000,50.000000,50.000000,50.000000,50.000000,50.000000,50.085537,49.999867,50.000000,50.000000,30.3744,6.0215,-18.1116,29.6610,-20.2235,8.6817,-29.3606,2.5000,2.5000,13.063,4.959,13.307,8.640,7.613,14.912,15.169,8.714,8.309,32.488352
13.200000,171.0172,139.0680,154.4958,56.3543,43.5655,51.6532,71.7696,58.9142,62.3716,75.3845,149.9762,69.1198,299.0028,278.5515,481.2412,189.0641,141.2748,96.5658,59.5921,47.5691,67.1351,55.0000,50.0000,45.0000,60.0000,55.0000,50.0000,-10.9277,-43.4654,-44.4119,-77.0551,-37.0909,0.0000,0.0000,0.0000,0.0000,335.0261,293.1478,314.0870,376.9043,335.0261,355.9652,314.0870,293.1478,272.2087,10.8071,0.0000,15.8497,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,223.4926,139.6118,186.0136,200.7183,174.5148,209.4177,272.0241,345.9738,285.7582,0.436420,0.743529,0.645165,0.888519,0.671706,0.900000,0.900000,0.900000,0.900000,50.000000,50.000000,50.000000,50.000000,50.000000,50.093633,50.007629,50.000000,50.000000,27.6839,4.7357,-17.2347,30.3140,-17.4821,6.4545,0.0000,-27.5000,2.5000,10.434,7.143,14.023,6.277,14.956,12.311,14.598,7.304,15.191,30.077628
13.300000,177.9352,148.7776,161.2504,57.7692,43.5565,53.4664,72.0208,59.5885,67.1372,66.1017,131.5081,60.6084,262.1836,244.2507,421.9812,165.7827,123.8783,84.6747,58.5646,46.8622,63.4390,55.0000,50.0000,45.0000,60.0000,55.0000,50.0000,-5.3418,-30.9566,-28.3043,-50.6751,-19.6743,0.0000,0.0000,0.0000,0.0000,338.5043,296.1913,317.3478,380.8174,338.5043,359.6609,317.3478,296.1913,275.0348,10.1348,0.0000,12.5099,0.0000,6.7913,2.2640,0.0000,0.0000,0.0000,224.8712,143.6269,181.7288,194.8074,193.1137,219.9682,339.5230,337.2494,285.8444,0.437648,0.751666,0.652018,0.897843,0.675728,0.900000,0.900000,0.900000,0.900000,50.000000,50.000000,50.000000,50.000000,50.000000,50.078713,50.003049,50.000000,50.000000,23.7260,6.6788,-15.8695,21.6599,-16.3961,17.4265,-28.8680,2.5000,2.5000,11.015,7.374,15.161,11.204,9.914,7.733,15.337,8.715,7.159,27.375476
13.400000,170.6066,140.8929,158.4208,57.6285,41.8803,51.9086,71.5079,58.6050,62.8926,89.8360,178.7272,82.3703,356.3228,331.9510,573.4971,225.3084,168.3578,115.0778,59.5259,45.0000,50.0000,55.0000,50.0000,45.0000,60.0000,55.0000,50.0000,-23.3438,-70.7419,-32.7277,-11.7223,-87.9704,0.0000,0.0000,0.0000,0.0000,335.8609,293.8783,314.8696,377.8435,335.8609,356.8522,314.8696,293.8783,272.8870,12.0262,0.0000,10.2690,3.5331,0.0000,0.6625,0.2208,0.0000,0.0000,208.8274,125.2892,151.1496,160.0052,156.6114,189.2588,254.7745,332.6297,268.3064,0.443017,0.770261,0.659941,0.900000,0.693713,0.900000,0.900000,0.900000,0.900000,50.000000,50.000000,50.000000,50.052101,50.000000,50.121306,50.014888,50.000000,50.000000,36.9751,-0.8959,-26.6416,17.8653,14.8906,-19.3164,0.2208,-27.3896,2.5000,17.412,6.447,4.571,14.018,16.400,7.574,6.375,8.395,10.840,38.909031
13.500000,184.9220,146.8230,164.7655,62.5530,45.7064,52.7774,77.4649,59.3958,65.1564,87.0128,173.1105,79.7817,345.1249,321.5190,555.4743,218.2278,163.0670,111.4614,40.0000,45.0000,50.0000,55.0000,50.0000,45.0000,60.0000,55.0000,50.0000,-28.8184,-75.0000,-32.0162,0.0000,-92.4950,0.0000,0.0000,0.0000,0.0000,324.7304,284.1391,304.4348,365.3217,324.7304,345.0261,304.4348,284.1391,263.8435,13.8705,10.3783,13.9686,6.5917,0.0000,1.2360,0.4120,0.0000,0.0000,225.0528,152.2965,192.3596,195.2642,164.4244,199.7812,273.6035,355.0573,291.6231,0.449646,0.789975,0.667693,0.900000,0.712623,0.900000,0.900000,0.900000,0.900000,50.000000,50.012310,50.000000,50.059152,50.000000,50.138156,50.022323,50.000000,50.000000,44.8369,-12.4739,-48.2870,12.6803,24.5433,-21.8655,0.4120,-27.2940,2.5000,5.989,9.787,8.651,12.627,11.526,11.635,11.084,10.206,13.278,45.228599
13.600000,175.1211,144.5981,156.9664,56.9277,44.7158,52.1614,72.3922,57.8660,63.7479,84.9972,169.1003,77.9336,337.1301,314.0710,542.6067,213.1726,159.2895,108.8793,40.0000,45.0000,50.0000,55.0000,50.0000,45.0000,60.0000,55.0000,50.0000,-27.5478,-75.0000,-31.4925,0.0000,-88.8795,0.0000,0.0000,0.0000,0.0000,319.9072,279.9188,299.9130,359.8957,319.9072,339.9014,299.9130,279.9188,259.9246,15.7795,11.6496,15.5018,7.3383,0.0000,1.3759,0.4586,0.0000,0.0000,214.7716,145.4423,183.6823,183.5526,152.6786,185.9662,253.0020,328.1296,268.0598,0.455982,0.809689,0.675317,0.900000,0.730794,0.900000,0.900000,0.900000,0.900000,50.000000,50.019064,50.000000,50.058945,50.000000,50.142351,50.022716,50.000000,50.000000,45.7910,-10.8842,-48.6799,13.3355,23.1089,-20.1277,0.4586,-27.2707,2.5000,11.135,15.118,5.893,9.699,14.816,12.408,12.604,9.611,9.761,43.735314
13.700000,170.4579,146.7897,160.1777,56.6081,43.7555,53.5855,72.5135,57.6415,64.3500,89.8360,178.7272,82.3703,356.3228,331.9510,573.4971,225.3084,168.3578,115.0778,40.0000,45.0000,50.0000,55.0000,50.0000,45.0000,60.0000,55.0000,50.0000,-27.5400,-75.0000,-34.9854,0.0000,-95.0000,0.0000,0.0000,0.0000,0.0000,320.7420,280.6493,300.6957,360.8348,320.7420,340.7884,300.6957,280.6493,260.6029,15.9940,12.0614,14.3706,11.6539,10.2641,8.6377,6.6904,6.3292,0.0000,257.2750,174.3262,216.4965,246.9352,208.2911,242.5834,292.3985,300.8986,344.2931,0.462316,0.829404,0.683787,0.900000,0.750216,0.900000,0.900000,0.900000,0.900000,50.000000,50.026555,50.000000,50.067080,50.013595,50.161440,50.047274,50.048047,50.000000,45.6963,-10.7730,-46.1619,8.8657,48.1949,-46.6868,0.9737,0.1806,-21.8354,4.873,11.408,7.548,10.300,10.709,10.409,11.145,11.051,10.260,44.437714
13.800000,175.7525,147.7670,158.5725,59.1266,44.6199,51.6139,72.5622,60.2110,63.6443,91.1392,181.3199,83.5652,361.4918,336.7664,581.8166,228.5769,170.8001,116.7472,40.0000,45.0000,50.0000,55.0000,50.0000,45.0000,60.0000,55.0000,50.0000,-30.2398,-75.0000,-35.0639,0.0000,-95.0000,0.0000,0.0000,0.0000,0.0000,312.9507,273.8319,293.3913,352.0696,312.9507,332.5101,293.3913,273.8319,254.2725,12.0975,9.6717,12.1004,9.6498,8.4917,7.0778,5.4364,5.0038,0.0000,166.6523,114.3254,142.9262,159.8734,135.7172,156.6293,185.0191,189.8331,213.5374,0.469271,0.849118,0.692276,0.900000,0.769638,0.900000,0.900000,0.900000,0.900000,50.000000,50.031372,50.000000,50.069332,50.023109,50.173112,50.048983,50.038510,50.000000,43.5930,-14.0712,-46.1825,8.6934,48.0791,-46.7931,0.8207,0.2163,-22.4981,9.174,11.137,6.250,15.939,9.429,9.071,9.213,13.495,8.047,38.594542
13.900000,169.3260,143.9870,155.0009,56.4041,43.3281,50.5027,70.6347,57.6934,63.6423,90.0957,179.2437,82.6084,357.3527,332.9103,575.1546,225.9596,168.8444,115.4104,40.0000,45.0000,50.0000,55.0000,50.0000,45.0000,60.0000,55.0000,50.0000,-28.8252,-75.0000,-34.8849,0.0000,-95.0000,0.0000,0.0000,0.0000,0.0000,313.3217,274.1565,293.7391,352.4870,313.3217,332.9043,293.7391,274.1565,254.5739,14.2397,11.1292,13.6660,10.9727,9.6611,8.0836,6.2294,5.7928,0.0000,175.2827,120.1356,149.6797,166.6212,141.6755,162.9853,191.4162,196.3629,219.1407,0.475901,0.868832,0.700722,0.900000,0.789061,0.900000,0.900000,0.900000,0.900000,50.000000,50.033178,50.000000,50.069294,50.027195,50.177231,50.049532,50.034444,50.000000,44.6427,-12.2928,-46.3260,8.9042,48.1558,-46.7112,0.9271,0.2183,-22.1036,8.715,8.288,8.192,4.828,3.637,15.410,8.403,9.847,6.787,38.859963
14.000000,169.1282,150.9574,162.8248,54.8959,43.9037,54.0184,73.2032,58.9273,66.6471,80.5762,160.3050,73.8801,319.5951,297.7354,514.3844,202.0850,151.0045,103.2163,40.0000,45.0000,50.0000,55.0000,50.0000,45.0000,60.0000,55.0000,50.0000,-27.9458,-75.0000,-33.7089,0.0000,-89.9607,0.0000,0.0000,0.0000,0.0000,307.7565,269.2870,288.5217,346.2261,307.7565,326.9913,288.5217,269.2870,250.0522,15.3337,10.2513,11.8421,5.8523,0.0000,1.1790,0.6109,0.0000,1.3093,152.4695,101.7061,125.1880,123.9625,101.5044,124.1632,168.8882,218.9544,179.3648,0.482328,0.888547,0.708883,0.900000,0.807453,0.900000,0.900000,0.900000,0.900000,50.000000,50.030832,50.000000,50.053998,50.011572,50.155265,50.028492,50.014522,50.000000,46.0683,-11.9607,-46.4410,11.1405,19.8674,-17.5308,0.2841,-27.1946,1.8453,7.110,8.278,1.195,6.750,10.322,10.269,9.526,8.736,11.183,39.497822
